Date,ETH Price (USD),Hashrate (GH/s),Blocks per day,,
6/25/2019,316.53,167034.8124,6422,,
6/26/2019,333.76,174451.6268,6421,,
6/27/2019,294.07,172580.466,6386,,
6/28/2019,309.37,169995.0119,6395,,
6/29/2019,317.32,174666.3416,6433,,
6/30/2019,290.15,174456.9459,6426,,
7/1/2019,294.17,172460.4335,6434,,
7/2/2019,291.61,175169.9131,6407,,
7/3/2019,302.17,169411.2432,6397,,
7/4/2019,283.1,168938.6016,6411,,
7/5/2019,287.9,169048.8549,6379,,
7/6/2019,287.98,174383.7818,6483,,
7/7/2019,306.43,171995.4145,6482,,
7/8/2019,313.34,170731.7849,6419,,
7/9/2019,307.89,174574.869,6453,,
7/10/2019,288.64,175227.6061,6398,,
7/11/2019,268.56,179304.7615,6436,,
7/12/2019,275.41,179359.1291,6339,,
7/13/2019,268.94,178738.4731,6438,,
7/14/2019,226.16,182054.5074,6525,,
7/15/2019,228.14,180056.646,6346,,
7/16/2019,198.71,174846.4557,6318,,
7/17/2019,211.29,179646.5336,6381,,
7/18/2019,226.09,179801.3623,6478,,
7/19/2019,221.28,173673.0553,6364,,
7/20/2019,228.71,177854.7534,6504,,
7/21/2019,225.4,173257.495,6403,,
7/22/2019,217.22,172778.6891,6481,,
7/23/2019,212.21,175478.344,6477,,
7/24/2019,216.66,176912.3762,6436,,
7/25/2019,219.41,175360.1291,6358,,
7/26/2019,219.23,174397.9111,6451,,
7/27/2019,219.85,179382.5403,6477,,
7/28/2019,211.15,176411.9848,6458,,
7/29/2019,211.52,175646.1396,6379,,
7/30/2019,209.82,180307.3545,6502,,
7/31/2019,218.7,174941.351,6405,,
8/1/2019,217.51,173228.7337,6343,,
8/2/2019,217.7,176081.4457,6511,,
8/3/2019,217.73,178405.7882,6472,,
8/4/2019,222.7,180738.4185,6435,,
8/5/2019,233.19,183235.7199,6445,,
8/6/2019,228.7,182823.2826,6450,,
8/7/2019,225.99,184308.3472,6482,,
8/8/2019,221.18,182923.0343,6384,,
8/9/2019,210.47,181114.8757,6420,,
8/10/2019,206.26,186207.4469,6496,,
8/11/2019,216.39,181715.4689,6423,,
8/12/2019,211.28,184513.6914,6484,,
8/13/2019,208.62,183968.935,6427,,
8/14/2019,186.49,182841.3072,6459,,
8/15/2019,188.24,182862.8915,6413,,
8/16/2019,185.41,182737.0873,6449,,
8/17/2019,185.69,186578.2674,6480,,
8/18/2019,194.77,179556.5396,6437,,
8/19/2019,202.43,179945.771,6374,,
8/20/2019,196.55,178785.0863,6432,,
8/21/2019,187.32,177566.9045,6449,,
8/22/2019,190.74,171272.3935,6400,,
8/23/2019,194.64,177598.6117,6468,,
8/24/2019,191.08,173067.8396,6315,,
8/25/2019,186.58,174801.3614,6572,,
8/26/2019,188.46,177089.2406,6363,,
8/27/2019,187.17,170420.4691,6415,,
8/28/2019,173.01,173711.3269,6410,,
8/29/2019,168.95,179236.6472,6493,,
8/30/2019,168.52,180476.1969,6414,,
8/31/2019,172.15,177978.4232,6420,,
9/1/2019,171.42,176687.9581,6402,,
9/2/2019,178.76,178611.112,6432,,
9/3/2019,179.13,179057.3439,6401,,
9/4/2019,175.01,175086.6283,6392,,
9/5/2019,174.38,178184.2536,6449,,
9/6/2019,169.47,172733.3243,6383,,
9/7/2019,178.32,181098.5111,6428,,
9/8/2019,181.67,180477.091,6402,,
9/9/2019,180.84,177112.0631,6434,,
9/10/2019,180.01,178378.5661,6388,,
9/11/2019,178.48,179039.046,6437,,
9/12/2019,181.19,185563.6201,6436,,
9/13/2019,181.56,181414.6861,6313,,
9/14/2019,188.9,184795.162,6440,,
9/15/2019,189.48,183581.7865,6377,,
9/16/2019,197.85,189304.7567,6455,,
9/17/2019,207.9,192000.1552,6429,,
9/18/2019,210.5,196018.5435,6477,,
9/19/2019,221.01,190494.7857,6327,,
9/20/2019,218.26,193637.0258,6451,,
9/21/2019,215.1,198978.4597,6392,,
9/22/2019,211.23,192734.9286,6391,,
9/23/2019,200.97,199333.536,6448,,
9/24/2019,166.47,191290.0079,6276,,
9/25/2019,170.22,196682.8169,6384,,
9/26/2019,166.06,197297.1021,6403,,
9/27/2019,174.39,194629.5574,6337,,
9/28/2019,174.14,195699.3392,6438,,
9/29/2019,169.68,194449.6847,6418,,
9/30/2019,181.47,193290.9662,6384,,
10/1/2019,176.39,194142.7961,6426,,
10/2/2019,181.06,188135.7534,6337,,
10/3/2019,175.17,186885.8356,6400,,
10/4/2019,176.21,188236.163,6440,,
10/5/2019,176.9,188788.1289,6441,,
10/6/2019,170.26,189711.3362,6449,,
10/7/2019,180.49,187555.9301,6364,,
10/8/2019,181.09,186244.7815,6352,,
10/9/2019,193.43,185639.6907,6362,,
10/10/2019,191.73,188842.2452,6344,,
10/11/2019,180.94,193819.3686,6359,,
10/12/2019,180.09,187123.4417,6329,,
10/13/2019,181.37,192904.6556,6374,,
10/14/2019,186.96,188728.8483,6387,,
10/15/2019,180.74,199635.4789,6431,,
10/16/2019,174.76,193962.352,6332,,
10/17/2019,177.5,193195.3343,6300,,
10/18/2019,173.29,187021.2994,6328,,
10/19/2019,172.37,193141.7473,6354,,
10/20/2019,175.84,193542.0555,6367,,
10/21/2019,174.64,186014.7475,6293,,
10/22/2019,171.64,187596.6071,6412,,
10/23/2019,162.72,194378.8577,6384,,
10/24/2019,161.07,189521.9698,6264,,
10/25/2019,181.79,182920.1315,6127,,
10/26/2019,180.16,187611.5163,6267,,
10/27/2019,184.34,182320.5677,6174,,
10/28/2019,182.09,184699.5557,6242,,
10/29/2019,191.11,185683.4638,6211,,
10/30/2019,183.52,188925.8577,6234,,
10/31/2019,182.59,188955.653,6216,,
11/1/2019,183.4,190522.2155,6279,,
11/2/2019,183.45,187497.2537,6166,,
11/3/2019,181.92,186341.3478,6270,,
11/4/2019,186.49,183158.2215,6196,,
11/5/2019,188.96,185653.8604,6227,,
11/6/2019,191.24,188146.3516,6203,,
11/7/2019,186.54,187902.6798,6167,,
11/8/2019,183.85,186125.1496,6189,,
11/9/2019,185.11,185629.0391,6137,,
11/10/2019,189.29,185993.7726,6001,,
11/11/2019,184.91,183827.7149,5984,,
11/12/2019,187.09,186497.6129,6022,,
11/13/2019,188.1,189834.3566,6013,,
11/14/2019,184.68,185732.041,6030,,
11/15/2019,180.03,184339.1196,5986,,
11/16/2019,182.61,180723.6621,6014,,
11/17/2019,184.2,185684.0567,6023,,
11/18/2019,178.23,186160.7828,5981,,
11/19/2019,175.96,175333.371,5896,,
11/20/2019,174.68,173702.3998,5990,,
11/21/2019,161.18,183109.0627,6070,,
11/22/2019,150.22,178083.5605,5963,,
11/23/2019,152.42,180500.2788,6054,,
11/24/2019,140.42,180480.0363,6013,,
11/25/2019,146.22,183588.536,5901,,
11/26/2019,148,168897.623,5663,,
11/27/2019,153.05,174877.5321,5656,,
11/28/2019,151.31,174311.4474,5626,,
11/29/2019,154.94,174000.1415,5617,,
11/30/2019,152.2,176390.3669,5702,,
12/1/2019,151.36,172298.0926,5608,,
12/2/2019,149.36,175854.8519,5668,,
12/3/2019,147.73,178911.143,5634,,
12/4/2019,145.73,175050.2398,5572,,
12/5/2019,148.32,172730.816,5623,,
12/6/2019,149.06,171233.5507,5606,,
12/7/2019,147.79,176272.2813,5661,,
12/8/2019,151.06,169367.0811,5627,,
12/9/2019,147.68,172054.712,5647,,
12/10/2019,145.92,179249.6091,5696,,
12/11/2019,143.61,171878.7392,5580,,
12/12/2019,145.05,174150.7808,5706,,
12/13/2019,144.97,174481.2401,5473,,
12/14/2019,142.18,175955.0134,5131,,
12/15/2019,142.74,174569.0659,5127,,
12/16/2019,132.68,172713.111,5096,,
12/17/2019,122.11,165001.0049,5050,,
12/18/2019,133.07,157833.9578,4989,,
12/19/2019,128.31,157333.8268,5015,,
12/20/2019,128.58,152167.876,4989,,
12/21/2019,127.52,156301.3854,5078,,
12/22/2019,132.56,153702.363,4993,,
12/23/2019,128.1,154446.2514,4998,,
12/24/2019,128.02,154675.0497,5074,,
12/25/2019,125.1,150677.2825,4988,,
12/26/2019,125.73,150043.9567,4995,,
12/27/2019,126.5,151261.3112,5024,,
12/28/2019,128.21,154481.3106,5071,,
12/29/2019,134.55,154880.2767,5035,,
12/30/2019,131.41,154669.2561,5015,,
12/31/2019,128.91,152624.5334,4987,,
1/1/2020,130.6,147405.0591,4980,,
1/2/2020,127.18,153540.7797,5679,,
1/3/2020,134.25,157936.461,6522,,
1/4/2020,134.33,166126.2541,6570,,
1/5/2020,135.44,160833.3584,6488,,
1/6/2020,144.28,163488.3609,6586,,
1/7/2020,143.18,167175.9771,6533,,
1/8/2020,140.66,163834.6991,6495,,
1/9/2020,137.9,159783.4716,6530,,
1/10/2020,144.88,165545.2952,6551,,
1/11/2020,142.69,166705.0085,6528,,
1/12/2020,146.55,165169.4178,6515,,
1/13/2020,143.7,165180.9953,6540,,
1/14/2020,165.86,164961.529,6525,,
1/15/2020,166.22,167670.505,6486,,
1/16/2020,164.09,165250.7085,6533,,
1/17/2020,169.74,167107.4379,6549,,
1/18/2020,174,164400.5557,6516,,
1/19/2020,166.94,165779.1695,6570,,
1/20/2020,166.77,165912.961,6518,,
1/21/2020,169.36,167454.6893,6572,,
1/22/2020,167.79,164662.2315,6472,,
1/23/2020,162.63,166597.4955,6575,,
1/24/2020,162.45,168238.2329,6514,,
1/25/2020,160.36,165886.0094,6491,,
1/26/2020,167.72,163876.5952,6495,,
1/27/2020,169.95,165508.1396,6552,,
1/28/2020,176,162239.478,6511,,
1/29/2020,173.55,166197.8155,6551,,
1/30/2020,184.47,162017.7441,6452,,
1/31/2020,179.76,163956.052,6489,,
2/1/2020,183.66,161285.6779,6488,,
2/2/2020,188.39,166373.2284,6537,,
2/3/2020,189.77,165951.0448,6524,,
2/4/2020,188.44,169235.5531,6566,,
2/5/2020,203.85,166350.6544,6456,,
2/6/2020,212.88,167236.1033,6516,,
2/7/2020,223.14,166976.956,6509,,
2/8/2020,223.2,169782.3201,6467,,
2/9/2020,228.6,167141.6776,6491,,
2/10/2020,223.11,169133.583,6592,,
2/11/2020,237.8,171016.5903,6534,,
2/12/2020,266.13,171999.2678,6463,,
2/13/2020,268.56,174669.8601,6481,,
2/14/2020,285.79,176201.7851,6493,,
2/15/2020,264.85,175960.8209,6472,,
2/16/2020,259.43,177480.606,6552,,
2/17/2020,268.07,177058.5556,6447,,
2/18/2020,282.92,178181.3898,6480,,
2/19/2020,258.72,186380.1308,6557,,
2/20/2020,257.7,179729.8399,6480,,
2/21/2020,265.6,176910.3998,6475,,
2/22/2020,262.31,181624.565,6528,,
2/23/2020,275.64,180174.6165,6532,,
2/24/2020,265.74,182405.6804,6481,,
2/25/2020,246.84,177630.0342,6456,,
2/26/2020,223.73,179982.0467,6528,,
2/27/2020,227.57,186077.8083,6513,,
2/28/2020,227.56,181946.0373,6501,,
2/29/2020,217.68,182091.2526,6519,,
3/1/2020,218.02,179991.3884,6495,,
3/2/2020,232.09,178671.1802,6533,,
3/3/2020,223.77,180471.7872,6501,,
3/4/2020,224.68,182760.3248,6536,,
3/5/2020,228.7,181102.9681,6409,,
3/6/2020,245.76,178353.2062,6568,,
3/7/2020,237.78,181256.3073,6540,,
3/8/2020,199.68,185905.5478,6552,,
3/9/2020,203.08,181825.015,6431,,
3/10/2020,200.62,182248.865,6498,,
3/11/2020,194.86,179478.6731,6529,,
3/12/2020,109.78,181893.0697,6448,,
3/13/2020,135.44,175549.6073,6382,,
3/14/2020,122.58,172709.6044,6490,,
3/15/2020,123.53,173963.8993,6513,,
3/16/2020,111.32,174899.7895,6488,,
3/17/2020,116.3,170012.8814,6509,,
3/18/2020,118.62,174364.8188,6531,,
3/19/2020,136.7,174894.121,6482,,
3/20/2020,133.4,174054.6792,6436,,
3/21/2020,132.72,180106.6438,6444,,
3/22/2020,122.44,171178.0093,6300,,
3/23/2020,136.74,175188.2453,6448,,
3/24/2020,139.07,177982.9948,6348,,
3/25/2020,136.28,175666.9651,6374,,
3/26/2020,138.97,176100.0611,6478,,
3/27/2020,131.51,176455.2315,6554,,
3/28/2020,131.34,175777.2138,6488,,
3/29/2020,124.55,179550.9457,6573,,
3/30/2020,132.31,178537.4684,6460,,
3/31/2020,133.17,173915.7244,6472,,
4/1/2020,136.05,175437.1217,6553,,
4/2/2020,141.59,179392.9219,6484,,
4/3/2020,141.45,176900.7739,6527,,
4/4/2020,144.49,173156.1962,6491,,
4/5/2020,142.88,175373.6226,6507,,
4/6/2020,171.62,169202.2306,6433,,
4/7/2020,164.66,175025.1447,6554,,
4/8/2020,173.41,175128.6673,6502,,
4/9/2020,169.92,175967.1102,6479,,
4/10/2020,158.12,179741.0364,6515,,
4/11/2020,158.67,172886.6181,6412,,
4/12/2020,158.75,179009.276,6581,,
4/13/2020,156.82,177007.9711,6510,,
4/14/2020,158.6,180310.899,6482,,
4/15/2020,152.85,179367.6687,6491,,
4/16/2020,172.58,180755.6439,6469,,
4/17/2020,170.98,177414.4765,6445,,
4/18/2020,187.81,178317.7031,6444,,
4/19/2020,180.34,174688.5976,6487,,
4/20/2020,170.6,174358.8137,6496,,
4/21/2020,171,176861.6965,6437,,
4/22/2020,183.04,176800.2512,6481,,
4/23/2020,185.68,180267.5215,6454,,
4/24/2020,187.7,177248.1154,6476,,
4/25/2020,194.39,175986.0193,6418,,
4/26/2020,197.78,176996.6145,6458,,
4/27/2020,196.78,173346.0474,6453,,
4/28/2020,196.86,172852.1464,6420,,
4/29/2020,215.55,179635.5417,6526,,
4/30/2020,206.27,182026.9342,6377,,
5/1/2020,211.98,187072.9465,6475,,
5/2/2020,214.15,185525.6094,6471,,
5/3/2020,210.06,180677.0771,6421,,
5/4/2020,206.94,187491.3243,6541,,
5/5/2020,205.48,186883.6871,6506,,
5/6/2020,199.1,180890.2501,6386,,
5/7/2020,212.37,178858.6722,6455,,
5/8/2020,211.54,182842.5816,6486,,
5/9/2020,210.1,181423.8739,6398,,
5/10/2020,187.84,179648.2506,6493,,
5/11/2020,185.88,180380.3095,6435,,
5/12/2020,189.9,180024.9859,6398,,
5/13/2020,199.85,179815.0142,6484,,
5/14/2020,203.32,182810.0862,6455,,
5/15/2020,194.65,184975.6186,6423,,
5/16/2020,200.51,180021.6285,6402,,
5/17/2020,206.98,186270.6822,6471,,
5/18/2020,214.73,179821.4184,6406,,
5/19/2020,214.63,177233.7735,6386,,
5/20/2020,209.85,183119.6911,6455,,
5/21/2020,198.56,178439.1463,6455,,
5/22/2020,207.28,178254.4489,6353,,
5/23/2020,206.7,183802.3927,6513,,
5/24/2020,199.78,182768.8961,6411,,
5/25/2020,204.1,178237.2261,6363,,
5/26/2020,201.03,179206.0128,6478,,
5/27/2020,208.34,182878.1103,6444,,
5/28/2020,220.3,178634.5644,6413,,
5/29/2020,220.56,181030.9257,6434,,
5/30/2020,243.57,183447.9762,6440,,
5/31/2020,231.73,186409.674,6475,,
6/1/2020,248.21,182664.2025,6401,,
6/2/2020,237.81,185110.461,6458,,
6/3/2020,244.56,186574.1541,6401,,
6/4/2020,243.35,187369.4002,6427,,
6/5/2020,240.08,186074.6592,6484,,
6/6/2020,242.08,186023.9917,6435,,
6/7/2020,244.75,188580.2037,6466,,
6/8/2020,246.47,185010.9266,6411,,
6/9/2020,244,183292.2598,6480,,
6/10/2020,248.01,179062.9459,6372,,
6/11/2020,230.21,181450.5696,6458,,
6/12/2020,237.54,182327.0387,6506,,
6/13/2020,238.21,182747.7365,6488,,
6/14/2020,231.61,183596.2569,6526,,
6/15/2020,230.98,183324.2542,6462,,
6/16/2020,235.35,186231.7117,6435,,
6/17/2020,233.76,181591.9844,6416,,
6/18/2020,231.24,183042.3685,6450,,
6/19/2020,228.71,187071.0167,6503,,
6/20/2020,228.89,187926.7704,6463,,
6/21/2020,227.83,187588.6189,6505,,
6/22/2020,243.3,184143.0795,6455,,
6/23/2020,243.16,187652.3397,6442,,
6/24/2020,234.56,188992.2743,6483,,
6/25/2020,232.35,191614.8727,6450,,
6/26/2020,229.46,191549.0379,6448,,
6/27/2020,220.81,187756.7497,6365,,
6/28/2020,224.99,188072.1358,6522,,
6/29/2020,227.86,189963.4223,6393,,
6/30/2020,225.58,189228.7371,6479,,
7/1/2020,231.05,185545.71,6409,,
7/2/2020,226.49,186918.4078,6442,,
7/3/2020,225.15,190406.3447,6475,,
7/4/2020,229.34,190449.2609,6427,,
7/5/2020,228.03,188952.1425,6494,,
7/6/2020,241.76,190273.3022,6457,,
7/7/2020,239.35,188128.8811,6492,,
7/8/2020,247.11,194438.6022,6506,,
7/9/2020,242.08,191400.8872,6430,,
7/10/2020,241.21,188557.7734,6406,,
7/11/2020,239.25,192487.6551,6533,,
7/12/2020,242.84,193606.8197,6491,,
7/13/2020,239.53,195185.0935,6493,,
7/14/2020,240.44,190762.5661,6406,,
7/15/2020,238.42,190147.5158,6465,,
7/16/2020,233.61,190666.2482,6414,,
7/17/2020,232.77,186762.8145,6454,,
7/18/2020,235.84,192865.5901,6526,,
7/19/2020,239.22,191833.4859,6451,,
7/20/2020,236.16,187914.2271,6436,,
7/21/2020,245.87,182592.6446,6380,,
7/22/2020,264.32,180690.7122,6460,,
7/23/2020,275.65,189843.8271,6522,,
7/24/2020,279.6,195802.2415,6502,,
7/25/2020,305.67,186965.8875,6355,,
7/26/2020,311.47,194586.5201,6488,,
7/27/2020,322.39,194650.5431,6444,,
7/28/2020,317.47,200572.0905,6476,,
7/29/2020,318.27,201604.2163,6512,,
7/30/2020,335.25,196434.3489,6386,,
7/31/2020,346.81,191051.4298,6479,,
8/1/2020,387.41,195149.3351,6517,,
8/2/2020,371.93,200624.1553,6486,,
8/3/2020,386.1,193873.5688,6476,,
8/4/2020,389.79,195108.6717,6405,,
8/5/2020,401.12,194383.8445,6457,,
8/6/2020,395.07,197226.264,6515,,
8/7/2020,379.57,200371.091,6483,,
8/8/2020,397.56,201237.8237,6457,,
8/9/2020,390.28,206618.5654,6530,,
8/10/2020,395.84,204235.9306,6482,,
8/11/2020,378.94,201388.74,6468,,
8/12/2020,387.19,204993.2998,6507,,
8/13/2020,424.97,204911.4056,6479,,
8/14/2020,438.51,212972.5266,6504,,
8/15/2020,432.63,216288.0682,6475,,
8/16/2020,433.85,210989.8461,6505,,
8/17/2020,431.26,201924.5938,6398,,
8/18/2020,422.38,198715.741,6561,,
8/19/2020,407.85,207161.0726,6507,,
8/20/2020,416.04,211546.0195,6534,,
8/21/2020,387.98,216400.1501,6490,,
8/22/2020,395.46,213028.1383,6456,,
8/23/2020,390.72,218512.3304,6577,,
8/24/2020,408.03,215700.7195,6516,,
8/25/2020,383.34,216519.2237,6425,,
8/26/2020,386.02,219546.5723,6569,,
8/27/2020,383.18,215614.0542,6497,,
8/28/2020,395.54,220801.5637,6533,,
8/29/2020,398.79,214522.2972,6508,,
8/30/2020,429.04,218630.3631,6531,,
8/31/2020,434.1,219795.4565,6592,,
9/1/2020,475.81,228234.5557,6531,,
9/2/2020,439.83,227655.0292,6491,,
9/3/2020,382.46,223022.8005,6463,,
9/4/2020,385.91,234450.5062,6607,,
9/5/2020,335.24,233423.1502,6542,,
9/6/2020,352.69,241698.6327,6611,,
9/7/2020,353.7,241281.8019,6470,,
9/8/2020,337.45,239313.3931,6523,,
9/9/2020,351.15,237497.0047,6490,,
9/10/2020,368.09,234123.9587,6510,,
9/11/2020,373.99,241833.8269,6571,,
9/12/2020,387.88,246616.9677,6501,,
9/13/2020,366.33,245792.1241,6545,,
9/14/2020,377.24,243008.2427,6458,,
9/15/2020,364.19,246299.1695,6551,,
9/16/2020,365.19,240506.6408,6454,,
9/17/2020,389.49,254113.4795,6590,,
9/18/2020,384.66,244661.5442,6435,,
9/19/2020,385.36,249157.4172,6526,,
9/20/2020,371.06,252148.0498,6593,,
9/21/2020,340.19,255543.1583,6567,,
9/22/2020,344.25,249373.9827,6439,,
9/23/2020,320.19,256221.4679,6527,,
9/24/2020,349.18,248121.4467,6513,,
9/25/2020,352.02,247769.8252,6452,,
9/26/2020,354.21,254199.3072,6426,,
9/27/2020,357.67,252519.4224,6368,,
9/28/2020,354.01,251418.9419,6404,,
9/29/2020,359.92,250888.4762,6387,,
9/30/2020,359.86,253214.6819,6404,,
10/1/2020,353.09,253031.2371,6425,,
10/2/2020,345.83,254357.382,6361,,
10/3/2020,346.32,249457.7118,6375,,
10/4/2020,352.67,251323.8346,6373,,
10/5/2020,353.84,254987.7643,6446,,
10/6/2020,340.85,265383.1585,6472,,
10/7/2020,341.91,259382.3062,6337,,
10/8/2020,351.2,254594.1659,6301,,
10/9/2020,365.41,257731.4794,6378,,
10/10/2020,370.88,262559.7762,6509,,
10/11/2020,374.4,260752.4476,6569,,
10/12/2020,386.91,259780.9543,6457,,
10/13/2020,381.41,265919.1653,6574,,
10/14/2020,379.04,260079.179,6538,,
10/15/2020,377.82,265545.748,6565,,
10/16/2020,365.58,262450.2101,6496,,
10/17/2020,368.53,264144.0378,6527,,
10/18/2020,378.44,253714.0929,6450,,
10/19/2020,379.41,267424.9409,6594,,
10/20/2020,368.83,264326.5699,6505,,
10/21/2020,391.46,262889.3283,6513,,
10/22/2020,414.5,264632.0375,6538,,
10/23/2020,409.57,265293.0131,6474,,
10/24/2020,412.52,270618.4473,6582,,
10/25/2020,406.3,263123.7684,6479,,
10/26/2020,393.11,255042.5903,6466,,
10/27/2020,403.74,261270.7462,6545,,
10/28/2020,388.77,264434.5193,6551,,
10/29/2020,387.54,269899.6122,6526,,
10/30/2020,382.76,262882.3879,6491,,
10/31/2020,386.76,264362.7692,6526,,
11/1/2020,396.49,268618.7783,6511,,
11/2/2020,383.61,257635.824,6474,,
11/3/2020,388.17,264416.6088,6518,,
11/4/2020,402.66,262921.7818,6527,,
11/5/2020,416.89,260937.2006,6514,,
11/6/2020,456.32,268987.9676,6539,,
11/7/2020,435.82,270855.0568,6500,,
11/8/2020,454.74,261643.365,6538,,
11/9/2020,444.45,264378.0815,6507,,
11/10/2020,450.86,265163.0229,6452,,
11/11/2020,463.91,268484.3011,6528,,
11/12/2020,462.78,264618.1822,6512,,
11/13/2020,476.87,270725.9898,6534,,
11/14/2020,461.03,265454.2954,6542,,
11/15/2020,448.51,273273.2668,6546,,
11/16/2020,461.01,264013.4807,6476,,
11/17/2020,482.71,269938.1603,6525,,
11/18/2020,478.76,266830.9124,6456,,
11/19/2020,471.82,275283.4507,6609,,
11/20/2020,510.43,274936.7927,6452,,
11/21/2020,552.26,278233.8347,6566,,
11/22/2020,560.01,280235.5571,6509,,
11/23/2020,609.13,268619.2702,6451,,
11/24/2020,604.98,280066.8046,6567,,
11/25/2020,569.4,280107.1251,6469,,
11/26/2020,520.22,277569.0916,6533,,
11/27/2020,518.83,276594.2306,6417,,
11/28/2020,537.99,276630.2627,6599,,
11/29/2020,576,285270.8271,6512,,
11/30/2020,616.14,288183.5567,6570,,
12/1/2020,586.23,291797.5556,6519,,
12/2/2020,598.26,274311.2988,6441,,
12/3/2020,616.55,286334.5167,6559,,
12/4/2020,567.67,284417.8054,6449,,
12/5/2020,596.93,284714.3389,6495,,
12/6/2020,602.3,287939.1606,6558,,
12/7/2020,591.36,283120.0076,6465,,
12/8/2020,554.82,285510.2449,6484,,
12/9/2020,573.44,289906.1899,6603,,
12/10/2020,558.36,286073.0634,6425,,
12/11/2020,544.14,280182.386,6486,,
12/12/2020,568.26,283508.9806,6491,,
12/13/2020,590.72,285898.3644,6487,,
12/14/2020,586.35,278583.3886,6524,,
12/15/2020,589.17,279636.5702,6489,,
12/16/2020,637.74,281807.8559,6535,,
12/17/2020,643.16,283549.4698,6540,,
12/18/2020,654.55,285546.1857,6491,,
12/19/2020,658.7,280966.9359,6514,,
12/20/2020,638.17,286901.0897,6542,,
12/21/2020,607.9,289574.4372,6504,,
12/22/2020,637.23,287688.3518,6502,,
12/23/2020,585.25,295181.6095,6597,,
12/24/2020,612.32,286676.6523,6470,,
12/25/2020,626.83,281844.035,6435,,
12/26/2020,636.07,292173.1417,6583,,
12/27/2020,683.98,286869.8532,6508,,
12/28/2020,729.59,300739.6361,6597,,
12/29/2020,731.55,292932.1504,6410,,
12/30/2020,752.53,289658.8006,6544,,
12/31/2020,737.15,293670.9535,6502,,
1/1/2021,730.6,293762.6595,6545,,
1/2/2021,774.9,306346.6018,6601,,
1/3/2021,978.69,303868.9075,6476,,
1/4/2021,1043.16,303251.2505,6517,,
1/5/2021,1103.19,306097.1481,6532,,
1/6/2021,1210.59,308011.7001,6485,,
1/7/2021,1225.5,306700.5055,6436,,
1/8/2021,1216.98,314493.4455,6593,,
1/9/2021,1279.96,311835.6593,6476,,
1/10/2021,1255.72,317391.222,6554,,
1/11/2021,1088.37,321688.6868,6528,,
1/12/2021,1050.04,324396.8739,6555,,
1/13/2021,1129.84,325770.1104,6561,,
1/14/2021,1232.11,328131.9598,6406,,
1/15/2021,1169.06,326202.6343,6581,,
1/16/2021,1228.52,332255.1144,6508,,
1/17/2021,1233.73,323388.492,6494,,
1/18/2021,1258.31,328427.9815,6496,,
1/19/2021,1367.65,330782.0894,6533,,
1/20/2021,1377.75,338213.5899,6578,,
1/21/2021,1111.49,333611.3356,6478,,
1/22/2021,1234.56,337203.7795,6481,,
1/23/2021,1234.1,342782.1891,6541,,
1/24/2021,1392.45,344284.8207,6481,,
1/25/2021,1318.47,349323.0236,6524,,
1/26/2021,1368.22,350582.3676,6514,,
1/27/2021,1241.51,356131.184,6468,,
1/28/2021,1330.78,353864.8024,6498,,
1/29/2021,1379.13,346680.4233,6453,,
1/30/2021,1379.35,344782.5762,6390,,
1/31/2021,1314.18,355631.6947,6637,,
2/1/2021,1374.57,363456.7296,6489,,
2/2/2021,1513.9,363476.4797,6494,,
2/3/2021,1667.22,359884.1034,6484,,
2/4/2021,1597.44,368332.2937,6516,,
2/5/2021,1721.48,367925.2545,6447,,
2/6/2021,1679.14,369168.7526,6519,,
2/7/2021,1614.64,383343.6912,6554,,
2/8/2021,1752.87,380557.1218,6468,,
2/9/2021,1772.05,378192.1621,6485,,
2/10/2021,1743,379900.8951,6528,,
2/11/2021,1787.69,385283.5901,6517,,
2/12/2021,1844.84,394544.4684,6524,,
2/13/2021,1817.48,388371.9376,6423,,
2/14/2021,1802.96,397958.5405,6559,,
2/15/2021,1779.4,397183.1821,6496,,
2/16/2021,1782.83,397159.1304,6485,,
2/17/2021,1851.14,403378.931,6549,,
2/18/2021,1939.61,395667.3644,6447,,
2/19/2021,1957.47,409076.0251,6577,,
2/20/2021,1915.12,402686.421,6495,,
2/21/2021,1935.14,394283.884,6485,,
2/22/2021,1778.07,411064.5227,6496,,
2/23/2021,1578.19,408130.2134,6502,,
2/24/2021,1625.17,416083.7354,6469,,
2/25/2021,1481.88,413567.4142,6515,,
2/26/2021,1446.1,415820.2382,6542,,
2/27/2021,1460.23,419010.0404,6489,,
2/28/2021,1422.58,418148.8532,6467,,
3/1/2021,1571.49,419972.242,6476,,
3/2/2021,1488.67,423581.9243,6550,,
3/3/2021,1568.65,408669.6429,6408,,
3/4/2021,1538.37,413048.9933,6515,,
3/5/2021,1529.75,424898.9037,6525,,
3/6/2021,1651.48,437561.5037,6563,,
3/7/2021,1726.33,432345.8003,6477,,
3/8/2021,1834.48,434026.8071,6500,,
3/9/2021,1872.1,429447.3496,6433,,
3/10/2021,1795.63,432057.6987,6532,,
3/11/2021,1827.06,429179.5044,6415,,
3/12/2021,1767.77,426231.8747,6470,,
3/13/2021,1921.18,436440.2978,6512,,
3/14/2021,1848.69,446680.906,6522,,
3/15/2021,1794.83,439958.3667,6437,,
3/16/2021,1805.64,447640.4158,6520,,
3/17/2021,1823.03,451434.9381,6484,,
3/18/2021,1776.16,445481.0982,6501,,
3/19/2021,1809.76,452384.3821,6506,,
