Date,BTC Price (USD),Hashrate(TH/s)
2016/07/08,659.55,1538177.12
2016/07/09,651.86,1580609.59
2016/07/10,647.41,1654866.426
2016/07/11,647.98,1516960.89
2016/07/12,672.76,1516960.89
2016/07/13,664.5,1379055.355
2016/07/14,658.83,1506352.77
2016/07/15,664.57,1432095.94
2016/07/16,663.19,1665474.544
2016/07/17,675.45,1580609.59
2016/07/18,673.2,1581302.69
2016/07/19,673.46,1358434.534
2016/07/20,665.64,1591915.46
2016/07/21,664.88,1411498.38
2016/07/22,664,1369047.303
2016/07/23,655.84,1390272.84
2016/07/24,661.41,1337208.99
2016/07/25,661.48,1400885.613
2016/07/26,655.06,1369047.3
2016/07/27,654.98,1358434.53
2016/07/28,655.37,1453949.462
2016/07/29,656.88,1560077.15
2016/07/30,654.73,1262919.6
2016/07/31,654.68,1634366.548
2016/08/01,606.32,1623753.77
2016/08/02,515.06,1555605.72
2016/08/03,530.74,1686075.879
2016/08/04,577.31,1535533.39
2016/08/05,576.55,1696112.04
2016/08/06,572.72,1676039.713
2016/08/07,594.27,1485352.56
2016/08/08,592.69,1495388.72
2016/08/09,591.69,1254520.743
2016/08/10,592.18,1525497.22
2016/08/11,589.24,1505424.89
2016/08/12,586.01,1495388.726
2016/08/13,586.43,1645931.21
2016/08/14,570.97,1645931.21
2016/08/15,567.34,1577645.903
2016/08/16,581.11,1469587.96
2016/08/17,575.51,1329112.64
2016/08/18,570.92,1664092.254
2016/08/19,576.65,1664092.25
2016/08/20,583.2,1685703.84
2016/08/21,577.52,1761344.399
2016/08/22,588.97,1718121.22
2016/08/23,586.18,1588451.69
2016/08/24,581.98,1653286.46
2016/08/25,579.86,1404753.2
2016/08/26,581.07,1426364.78
2016/08/27,577.77,1556034.316
2016/08/28,576.53,1642480.66
2016/08/29,575.22,1635101.52
2016/08/30,571.5,1810682.895
2016/08/31,574.82,1481467.82
2016/09/01,572.81,1547310.83
2016/09/02,571,1678996.866
2016/09/03,600.88,1382703.3
2016/09/04,610.59,1964316.59
2016/09/05,603.95,1536337.002
2016/09/06,611.09,1492441.65
2016/09/07,614.46,1668023.03
2016/09/08,615.33,1580232.344
2016/09/09,625.07,1569258.5
2016/09/10,625.76,1700944.53
2016/09/11,621.65,1799709.059
2016/09/12,609.67,1829872.71
2016/09/13,610.92,1863551.35
2016/09/14,608.82,1751289.223
2016/09/15,610.38,1728836.79
2016/09/16,609.11,1571669.81
2016/09/17,607.04,1829872.714
2016/09/18,611.58,1627800.88
2016/09/19,610.19,1493086.32
2016/09/20,608.66,1717610.584
2016/09/21,598.88,1863551.35
2016/09/22,597.42,1582896.02
2016/09/23,594.08,1526764.964
2016/09/24,603.88,1874777.56
2016/09/25,601.74,2230413.26
2016/09/26,598.98,1834694.782
2016/09/27,605.96,2026558.28
2016/09/28,605.67,1774737.43
2016/09/29,603.85,1714780.091
2016/09/30,609.39,1702788.62
2016/10/01,614.82,1882660.65
2016/10/02,612.98,1690797.152
2016/10/03,611.85,1822703.31
2016/10/04,609.62,1894652.12
2016/10/05,607.18,2002575.351
2016/10/06,612.08,1930626.53
2016/10/07,617.21,1726771.55
2016/10/08,614.74,2171858.804
2016/10/09,615.65,2056197.68
2016/10/10,617.54,1606404.44
2016/10/11,614.77,1786321.738
2016/10/12,635.01,1863429.15
2016/10/13,635.96,1644958.14
2016/10/14,634.02,1747768.032
2016/10/15,637.94,1824875.44
2016/10/16,641.42,1670660.61
2016/10/17,638.97,1606404.441
2016/10/18,636.29,1991941.5
2016/10/19,629.25,1619255.67
2016/10/20,627.72,1722065.561
2016/10/21,631.92,2107602.62
2016/10/22,655.48,1878507.28
2016/10/23,653.25,1815470.125
2016/10/24,651.39,1802862.69
2016/10/25,655.31,1752432.96
2016/10/26,651.45,1752432.968
2016/10/27,682.22,2042403.89
2016/10/28,687.68,1916329.57
2016/10/29,685.91,1878507.282
2016/10/30,698,2130655.91
2016/10/31,702,1853292.41
2016/11/01,697.01,1815470.125
2016/11/02,733.33,1676788.37
2016/11/03,686.17,1966759.3
2016/11/04,683.69,1462462.045
2016/11/05,704.79,1885928.48
2016/11/06,712,1949214.67
2016/11/07,709.96,1847956.772
2016/11/08,708.97,2139073.24
2016/11/09,720.93,1860614.01
2016/11/10,721.5,2126416.012
2016/11/11,715.45,2063129.82
2016/11/12,703.71,2126416.01
2016/11/13,702.28,1809985.057
2016/11/14,706.46,2177044.96
2016/11/15,710.91,1974529.15
2016/11/16,711.73,2177044.964
2016/11/17,736.96,2012500.86
2016/11/18,747.52,2073243.13
2016/11/19,748.98,1989192.74
2016/11/20,729.06,1807083.54
2016/11/21,738.53,1961175.94
2016/11/22,736.97,1877125.543
2016/11/23,741.63,2059234.73
2016/11/24,737.45,2297377.53
2016/11/25,735.64,2129276.735
2016/11/26,733.67,2157293.53
2016/11/27,727.96,2017209.53
2016/11/28,727.31,2297377.53
2016/11/29,732.71,2115268.33
2016/11/30,742.69,1989192.73
2016/12/01,742.05,2045226.338
2016/12/02,772.43,2052749.31
2016/12/03,764.33,2451895.01
2016/12/04,762.97,2109770.131
2016/12/05,754.63,2166790.94
2016/12/06,756.62,2138280.53
2016/12/07,758.99,2494660.628
2016/12/08,769.72,2238066.96
2016/12/09,770.02,1924452.48
2016/12/10,769.08,1881686.874
2016/12/11,777,2223811.75
2016/12/12,777,2223811.75
2016/12/13,777.99,2537426.239
2016/12/14,774.89,1981473.29
2016/12/15,776.75,1958064.63
2016/12/16,775.88,2050571.629
2016/12/17,788.7,2235585.61
2016/12/18,788.4,2173914.28
2016/12/19,788.67,2343510.433
2016/12/20,793.09,2127660.78
2016/12/21,824.21,2451435.25
2016/12/22,834.97,2451435.255
2016/12/23,901.31,2343510.43
2016/12/24,891.61,2112242.95
2016/12/25,892.6,2574777.91
2016/12/26,897.33,2189332.11
2016/12/27,930.37,2405181.75
2016/12/28,930.34,2589949.671
2016/12/29,963.38,2368856.4
2016/12/30,952.15,2479403.03
2016/12/31,958.12,2337271.654
2017/01/01,997.72,2463610.66
2017/01/02,1015.97,2526780.16
2017/01/03,1013.42,2589949.671
2017/01/04,1126.76,2432025.91
2017/01/05,994.67,2210932.64
2017/01/06,999.65,2542572.542
2017/01/07,896.83,2195140.26
2017/01/08,908.14,2637326.79
2017/01/09,910.49,2147763.141
2017/01/10,906.05,2679581.83
2017/01/11,785.22,2562350.13
2017/01/12,780.92,2897297.864
2017/01/13,826.29,2528855.36
2017/01/14,817.91,2880550.47
2017/01/15,819.55,2796813.545
2017/01/16,830.5,2830308.31
2017/01/17,903.84,2646087.06
2017/01/18,906.6,2528855.361
2017/01/19,895.798875,2914045.251
2017/01/20,893.6210875,3165256.048
2017/01/21,895.64,3031276.956
2017/01/22,918.603625,3398969.892
2017/01/23,922.0736125,2715269.052
2017/01/24,919.97,2910612.149
2017/01/25,893.045625,2930146.459
2017/01/26,915.95625,3066886.627
2017/01/27,915.05,3320832.653
2017/01/28,920.31225,2969215.078
2017/01/29,915.933,3262229.724
2017/01/30,912.19,2852009.22
2017/01/31,964.706075,2832474.91
2017/02/01,979.703875,3750587.467
2017/02/02,983.42,3066886.627
2017/02/03,1013.027,2910612.149
2017/02/04,1030.999413,3043000.843
2017/02/05,1034.07,3336807.821
2017/02/06,1024.01375,2623276.589
2017/02/07,1050.11,3168918.119
2017/02/08,1052.84,3063987.056
2017/02/09,976.103,3546669.948
2017/02/10,999.1035,3105959.481
2017/02/11,997.59,2917083.567
2017/02/12,1000.604625,2959055.992
2017/02/13,999.877375,3420752.672
2017/02/14,1001.2,3546669.948
2017/02/15,1012.325988,2917083.567
2017/02/16,1035.208125,3189904.332
2017/02/17,1035.2,3168918.119
2017/02/18,1056.637138,3330515.744
2017/02/19,1052.779286,2936112.564
2017/02/20,1050.87,3242870.593
2017/02/21,1123.788429,3023757.715
2017/02/22,1123.223188,3045669.003
2017/02/23,1130.01,3286693.168
2017/02/24,1174.86625,3637273.773
2017/02/25,1150.605714,3659185.061
2017/02/26,1150.37,3900209.227
2017/02/27,1190.75195,3155225.442
2017/02/28,1187.565286,3352427.032
2017/03/01,1190.89,3155225.442
2017/03/02,1259.410817,3440072.183
2017/03/03,1285.14,3458650.323
2017/03/04,1287,3069265.85
2017/03/05,1270.9333,3367030.447
2017/03/06,1275.197375,3252505.602
2017/03/07,1279.5,3504460.261
2017/03/08,1157.3933,3252505.602
2017/03/09,1192.469143,3389935.416
2017/03/10,1192.09,3573175.168
2017/03/11,1179.159875,3412840.385
2017/03/12,1227.494625,3550270.199
2017/03/13,1227.68,3321220.509
2017/03/14,1245.370786,3573175.168
2017/03/15,1257.399625,3252505.602
2017/03/16,1257,3504460.261
2017/03/17,1091.171888,3641704.837
2017/03/18,952.2323625,3712647.139
2017/03/19,967.69,3925474.045
2017/03/20,1049.084488,3216051.025
2017/03/21,1118.630043,3357935.629
2017/03/22,1113,3807236.875
2017/03/23,1038.789,3499820.233
2017/03/24,941.9197143,4161948.385
2017/03/25,927.93,3145108.723
2017/03/26,956.7863125,3925474.045
2017/03/27,1037.22925,3121461.289
2017/03/28,1041.04,3665352.271
2017/03/29,1040.5755,3263345.893
2017/03/30,1037.90455,4073274.033
2017/03/31,1034.74,3352999.966
2017/04/01,1086.929571,3278488.856
2017/04/02,1099.169125,3924251.812
2017/04/03,1079.99,4371318.475
2017/04/04,1141.600363,3104629.598
2017/04/05,1133.079314,4023599.96
2017/04/06,1133.53,3651044.408
2017/04/07,1190.45425,4023599.96
2017/04/08,1181.149838,3402674.04
2017/04/09,1184.03,3949088.849
2017/04/10,1207.744875,3675881.445
2017/04/11,1226.617038,4147785.144
2017/04/12,1219.09,3526859.224
2017/04/13,1180.023713,3287972.007
2017/04/14,1185.260057,3598646.527
2017/04/15,1170.36,3909321.047
2017/04/16,1186.927413,3779873.33
2017/04/17,1205.634875,3572756.984
2017/04/18,1176.97,3779873.33
2017/04/19,1217.930088,3702204.7
2017/04/20,1241.686325,3598646.527
2017/04/21,1236.63,4323553.741
2017/04/22,1261.311225,3753983.787
2017/04/23,1257.988113,3961100.134
2017/04/24,1240.84,3210303.377
2017/04/25,1279.414688,3831652.417
2017/04/26,1309.109875,3961100.134
2017/04/27,1288.02,3814281.634
2017/04/28,1331.294429,3528859.199
2017/04/29,1334.979038,4488916.48
2017/04/30,1333,3918071.61
2017/05/01,1417.172813,3892124.116
2017/05/02,1452.076288,4099704.069
2017/05/03,1447.55,3425069.222
2017/05/04,1508.292125,4359179.01
2017/05/05,1533.335071,3347226.74
2017/05/06,1518.75,4359179.01
2017/05/07,1535.868429,4333231.516
2017/05/08,1640.619225,4670548.939
2017/05/09,1651.1,4021861.587
2017/05/10,1762.88625,4119773.002
2017/05/11,1820.990563,3757901.049
2017/05/12,1829,4286790.827
2017/05/13,1771.920013,4398136.043
2017/05/14,1776.3165,4565153.868
2017/05/15,1780,4732171.692
2017/05/16,1739.031975,3674392.137
2017/05/17,1807.485063,4314627.131
2017/05/18,1783.98,3952755.178
2017/05/19,1961.520488,4565153.868
2017/05/20,2052.909788,4592990.172
2017/05/21,2008.84,4091936.698
2017/05/22,2090.662313,4064100.394
2017/05/23,2287.710288,4976737.782
2017/05/24,2256.32,4562009.633
2017/05/25,2387.206286,4828620.586
2017/05/26,2211.976857,4532386.194
2017/05/27,2279.82,4976737.782
2017/05/28,2192.9808,4887867.464
2017/05/29,2275.9307,4473139.316
2017/05/30,2290.02,5302595.613
2017/05/31,2285.933914,4858244.025
2017/06/01,2399.242671,5035984.66
2017/06/02,2409.93,4325022.12
2017/06/03,2525.765158,5687700.322
2017/06/04,2516.173143,5432357.042
2017/06/05,2529.53,5533581.086
2017/06/06,2883.313697,5094943.561
2017/06/07,2664.920863,5567322.434
2017/06/08,2683.03,5567322.434
2017/06/09,2827.4913,5094943.561
2017/06/10,2845.372857,4757530.08
2017/06/11,2898.63,4926236.821
2017/06/12,2657.675063,4959978.169
2017/06/13,2748.185086,4757530.08
2017/06/14,2706,4723788.732
2017/06/15,2442.48025,5162426.257
2017/06/16,2464.959814,4993719.517
2017/06/17,2477.94,5129905.644
2017/06/18,2507.389252,5129905.644
2017/06/19,2617.210263,5342177.602
2017/06/20,2600,4882255.027
2017/06/21,2671.04325,4953012.346
2017/06/22,2727.288013,4917633.687
2017/06/23,2713.48,5660585.539
2017/06/24,2589.164888,5165284.304
2017/06/25,2512.366286,4316196.473
2017/06/26,2502.03,5023769.665
2017/06/27,2517.903114,4634604.41
2017/06/28,2585.349186,5554449.56
2017/06/29,2558.3,4245439.154
2017/06/30,2477.641375,5448313.581
2017/07/01,2501.191343,6622798.791
2017/07/02,2421.26,6622798.791
2017/07/03,2561.225429,5988701.034
2017/07/04,2599.729838,5389830.931
2017/07/05,2598.89,5248920.318
2017/07/06,2609.96775,5002326.746
2017/07/07,2491.201214,5213692.665
2017/07/08,2502.86,5812562.768
2017/07/09,2536.238938,4861416.134
2017/07/10,2366.170143,6939847.669
2017/07/11,2327.09,6094383.994
2017/07/12,2385.748571,6235294.606
2017/07/13,2354.783417,5530741.543
2017/07/14,2338.49,5559049.844
2017/07/15,2058.9956,5079131.872
2017/07/16,1931.2143,6518885.788
2017/07/17,1910.96,5918988.323
2017/07/18,2320.12225,6598872.117
2017/07/19,2264.7657,5958981.488
2017/07/20,2265.21,6478892.624
2017/07/21,2682.195363,6158947.309
2017/07/22,2807.609857,6398906.295
2017/07/23,2825.51,6878824.267
2017/07/24,2751.821029,7118783.254
2017/07/25,2560.997917,5918988.323
2017/07/26,2564.3,5878995.159
2017/07/27,2647.625,6585327.485
2017/07/28,2781.636583,6414280.018
2017/07/29,2784.8,6713613.086
2017/07/30,2745.955417,6285994.418
2017/07/31,2866.431667,6200470.684
2017/08/01,2862.9,6371518.151
2017/08/02,2693.633983,6499803.752
2017/08/03,2794.117717,5901137.617
2017/08/04,2790,7654374.155
2017/08/05,3218.115017,7568850.421
2017/08/06,3252.562533,5986661.35
2017/08/07,3210.2,6542565.619
2017/08/08,3457.374333,7012946.153
2017/08/09,3357.326317,6333394.737
2017/08/10,3340.28,6149818.078
2017/08/11,3632.506667,6608759.726
2017/08/12,3852.802914,6195712.243
2017/08/13,3868.52,6792336.385
2017/08/14,4282.992,5966241.419
2017/08/15,4217.028329,6975913.044
2017/08/16,4179.97,5966241.419
2017/08/17,4328.725717,8215055.493
2017/08/18,4130.440067,6838230.55
2017/08/19,4104.71,6930018.879
2017/08/20,4157.958033,5966241.419
2017/08/21,4043.722,5277828.948
2017/08/22,3986.28,4084580.664
2017/08/23,4174.95,7297172.197
2017/08/24,4340.316717,4459277.508
2017/08/25,4331.77,4459277.508
2017/08/26,4360.513317,4635882.557
2017/08/27,4354.308333,6843445.68
2017/08/28,4339.05,5695512.856
2017/08/29,4607.98545,6578538.105
2017/08/30,4594.98785,7417412.092
2017/08/31,4582.52,7196655.78
2017/09/01,4911.740017,7682319.667
2017/09/02,4580.38748,7240807.042
2017/09/03,4585.57,6799294.418
2017/09/04,4344.098317,7726470.929
2017/09/05,4488.72014,8697798.703
2017/09/06,4385.02,7430760.766
2017/09/07,4654.6585,8072925.277
2017/09/08,4310.750183,8027056.383
2017/09/09,4312.26,7751843.021
2017/09/10,4329.955,6329907.319
2017/09/11,4248.090017,7981187.489
2017/09/12,4198.59,8623352
2017/09/13,3961.271267,8715089.787
2017/09/14,3319.63,7981187.489
2017/09/15,3216.43,8256400.851
2017/09/16,3763.62604,7751843.021
2017/09/17,3746.060783,8072925.277
2017/09/18,3678.53,6965995.452
2017/09/19,3943.413333,8556655.83
2017/09/20,3977.561667,6417491.873
2017/09/21,3894.48,9653662.988
2017/09/22,3637.50255,7624199.746
2017/09/23,3776.3869,9105159.409
2017/09/24,3777.62,7953301.894
2017/09/25,3942.555,6856294.736
2017/09/26,3910.307383,7569349.388
2017/09/27,3881,8063002.609
2017/09/28,4201.98905,9708513.346
2017/09/29,4193.574667,9269710.483
2017/09/30,4164.27,7569349.388
2017/10/01,4360.722967,7130546.525
2017/10/02,4386.88375,8380132.04
2017/10/03,4394.07,10223761.09
2017/10/04,4225.175,7486251.289
2017/10/05,4338.852,6983443.366
2017/10/06,4318.58,8882939.962
2017/10/07,4376.191667,8827072.415
2017/10/08,4602.280883,10167893.54
2017/10/09,4605.66,8994675.056
2017/10/10,4782.28,8938807.509
2017/10/11,4819.485767,7765589.023
2017/10/12,4822.17,8547734.68
2017/10/13,5563.806567,7597986.383
2017/10/14,5739.438733,7877324.117
2017/10/15,5825.99,11601113.07
2017/10/16,5711.205867,10351762.43
2017/10/17,5603.71294,9756833.552
2017/10/18,5594.66,8983426.015
2017/10/19,5727.6335,10589733.98
2017/10/20,5979.45984,10649226.87
2017/10/21,5986.44,9102411.79
2017/10/22,5983.18455,10827705.53
2017/10/23,5876.079867,10173283.77
2017/10/24,5900.59,9935312.215
2017/10/25,5669.622533,11006184.19
2017/10/26,5893.138417,12999790.29
2017/10/27,5889.82,7510989.944
2017/10/28,5776.69695,6138789.858
2017/10/29,6155.43402,11122042.8
2017/10/30,6136.49,10616495.4
2017/10/31,6388.645167,9966505.887
2017/11/01,6665.306683,7872095.229
2017/11/02,6751.98,10833158.57
2017/11/03,7197.72006,8594305.801
2017/11/04,7437.543317,9388737.429
2017/11/05,7365.99,10183169.06
2017/11/06,6989.071667,9605400.601
2017/11/07,7092.127233,11266484.92
2017/11/08,7128.64,10399832.23
2017/11/09,7158.03706,11049821.74
2017/11/10,6719.39785,8139094.745
2017/11/11,6569.22,5426063.163
2017/11/12,5716.301583,5426063.163
2017/11/13,6550.227533,9495610.536
2017/11/14,6493.63,8681701.061
2017/11/15,7301.42992,10309520.01
2017/11/16,7815.0307,10309520.01
2017/11/17,7868.77,11326906.85
2017/11/18,7817.140383,9224307.378
2017/11/19,8007.654067,10852126.33
2017/11/20,8049.72,11869513.17
2017/11/21,8059.8,11733861.59
2017/11/22,8268.035,8342572.114
2017/11/23,8236.72,10648648.96
2017/11/24,8250.978333,9977010.841
2017/11/25,8707.407267,10445729.47
2017/11/26,8768.8,10244850.06
2017/11/27,9718.29505,11383166.73
2017/11/28,9952.50882,10445729.47
2017/11/29,9919,11584046.14
2017/11/30,10147.372,11182287.32
2017/12/01,10883.912,12253644.19
2017/12/02,10879.88,10780528.49
2017/12/03,11332.622,11784925.56
2017/12/04,11584.83,12119724.58
2017/12/05,11591.22,11918845.17
2017/12/06,13540.98,14867776.06
2017/12/07,16501.97167,11941671.2
2017/12/08,16860.88,12337090.77
2017/12/09,15142.83415,13760601.25
2017/12/10,14869.805,12969762.09
2017/12/11,15068.95,13523349.5
2017/12/12,17276.39333,12337090.77
2017/12/13,16808.36667,14709608.23
2017/12/14,16252.31,14630524.31
2017/12/15,17771.9,13365181.67
2017/12/16,19498.68333,13523349.5
2017/12/17,19279.9,14630524.31
2017/12/18,18961.85667,16946489.24
2017/12/19,17737.11167,13035760.95
2017/12/20,17382.94,12663310.64
2017/12/21,16047.51,12290860.32
2017/12/22,15190.945,14432449.62
2017/12/23,13776.61,12942648.37
2017/12/24,13949.175,14153111.89
2017/12/25,14119.02833,12570198.06
2017/12/26,13740.94,13221986.11
2017/12/27,15589.32167,14525562.2
2017/12/28,14380.58167,13873774.15
2017/12/29,14214.01,15363575.41
2017/12/30,13215.574,13687549
2017/12/31,14165.575,15177350.25
2018/01/01,13796,14975580.96
2018/01/02,15005.85667,16415540.67
2018/01/03,15053.26167,15071578.27
2018/01/04,15039.24,16127548.73
2018/01/05,17174.12,13727615.88
2018/01/06,17319.198,16127548.73
2018/01/07,17155.95,15551564.84
2018/01/08,15265.90667,15935554.1
2018/01/09,14714.25333,15743559.47
2018/01/10,14437.42,15935554.1
2018/01/11,13296.794,18527481.57
2018/01/12,13912.882,17087521.86
2018/01/13,13791.19,16501289.11
2018/01/14,13852.92,17165770.55
2018/01/15,14012.196,16612036.02
2018/01/16,13554.14,17608758.18
2018/01/17,11116.94667,18494733.44
2018/01/18,11345.42333,19159214.88
2018/01/19,11174.82,18273239.62
2018/01/20,12950.79333,19712949.41
2018/01/21,11505.228,20709671.57
2018/01/22,11513.42,18494733.44
2018/01/23,11223.064,19602202.5
2018/01/24,11282.25833,19491455.6
2018/01/25,11392.03,20445148.56
2018/01/26,10969.815,20056949.54
2018/01/27,11524.77667,20315748.89
2018/01/28,11431.37,20445148.56
2018/01/29,11212.655,19151151.82
2018/01/30,10184.06167,21609745.63
2018/01/31,10082.52,15139761.91
2018/02/01,9083.258333,20703947.91
2018/02/02,8901.901667,21739145.31
2018/02/03,8852.73,20445148.56
2018/02/04,8400.648333,23033142.05
2018/02/05,6838.816667,23938939.78
2018/02/06,6925.46,24293141.32
2018/02/07,8099.958333,20149017.21
2018/02/08,8240.536667,18720008.9
2018/02/09,8245.08,19291612.22
2018/02/10,8319.876566,20434818.87
2018/02/11,8343.455,21578025.52
2018/02/12,8068.02,23721537.99
2018/02/13,8597.7675,23435736.33
2018/02/14,9334.633333,25579248.8
2018/02/15,9471.64,18720008.9
2018/02/16,10127.16167,22435430.51
2018/02/17,10841.99167,21292223.86
2018/02/18,11085.83,23149934.67
2018/02/19,11110.965,23149934.67
2018/02/20,11390.39167,21079198.67
2018/02/21,11245.98,25265138.83
2018/02/22,9931.071667,22275181.57
2018/02/23,10162.11667,22125683.71
2018/02/24,10171.3,21677190.12
2018/02/25,9696.593333,25564134.55
2018/02/26,10348.60333,21079198.67
2018/02/27,10319.46,23919658.06
2018/02/28,10370.165,23172168.75
2018/03/01,11009.38167,24667147.38
2018/03/02,10931.12,23321666.61
2018/03/03,11326.94833,26909615.32
2018/03/04,11430.18167,22125683.71
2018/03/05,11516.83,24372959.73
2018/03/06,10763.19833,25517998.11
2018/03/07,10118.058,25681575.02
2018/03/08,9920.46,26499459.57
2018/03/09,9089.278333,23882229
2018/03/10,8746.002,22900767.53
2018/03/11,8777.37,25027267.37
2018/03/12,9182.843333,26335882.66
2018/03/13,9154.7,25845151.93
2018/03/14,9153.54,23555075.18
2018/03/15,8358.121667,23555075.18
2018/03/16,8530.402,25517998.11
2018/03/17,8297.89,24372959.73
2018/03/18,8171.415,25990711.3
2018/03/19,8412.033333,26679206.96
2018/03/20,8605.64,21859737.32
2018/03/21,8947.753333,26162835.21
2018/03/22,8690.408333,24613719.97
2018/03/23,8725.37,22892480.81
2018/03/24,8662.378333,26851330.88
2018/03/25,8617.296667,23236728.64
2018/03/26,8457.96,25818587.38
2018/03/27,7876.195,26162835.21
2018/03/28,7960.38,23236728.64
2018/03/29,7950.61,26162835.21
2018/03/30,6882.531667,27884074.37
2018/03/31,6935.48,22031861.23
2018/04/01,6937.56,28274794.22
2018/04/02,7035.848333,27227579.62
2018/04/03,7410.435,28449329.98
2018/04/04,7426.48,25656757.72
2018/04/05,6826.51,27227579.62
2018/04/06,6603.876667,24085935.81
2018/04/07,6634.68,31416438.02
2018/04/08,7017.656667,28100258.45
2018/04/09,6699.273333,25656757.72
2018/04/10,6784.41,28623865.75
2018/04/11,6926.266667,28100258.45
2018/04/12,7847.845,26878508.08
2018/04/13,7941.46,28798401.52
2018/04/14,8036.511051,26146926.52
2018/04/15,8340.748333,31109116.95
2018/04/16,8368.1,26910340.43
2018/04/17,7895.416926,30918263.48
2018/04/18,8164.937426,30536556.52
2018/04/19,8175.96,33971919.13
2018/04/20,8852.718333,26146926.52
2018/04/21,8807.205,30345703.04
2018/04/22,8930.6,30536556.52
2018/04/23,8933.861667,29200582.17
2018/04/24,9555.542,30345703.04
2018/04/25,9658.11,23474977.82
2018/04/26,9258.398333,26910340.43
2018/04/27,9010.32,28391145.89
2018/04/28,8928.55,25592018.83
2018/04/29,9334.281667,31590148.24
2018/04/30,9259.57,30990335.3
2018/05/01,9239.55,31590148.24
2018/05/02,9221.426,27991270.6
2018/05/03,9639.268333,30190584.71
2018/05/04,9753.35,27591395.3
2018/05/05,9803.306667,32189961.18
2018/05/06,9630.136277,27391457.65
2018/05/07,9631.44,29990647.07
2018/05/08,9228.608333,27791332.95
2018/05/09,9322.041667,31990023.54
2018/05/10,9310.37,30790397.65
2018/05/11,8468.788,26161151.17
2018/05/12,8484.346667,33988897.19
2018/05/13,8463.52,30487010.81
2018/05/14,8652.038333,27191117.75
2018/05/15,8511.458,30075024.18
2018/05/16,8471.06,36872803.62
2018/05/17,8106.118333,27191117.75
2018/05/18,8240.055,30487010.81
2018/05/19,8239.08,31722970.71
2018/05/20,8507.406667,29663037.55
2018/05/21,8385.556187,32340950.66
2018/05/22,8396.63,31104990.76
2018/05/23,7555.74,33370917.24
2018/05/24,7566.193333,30616246.32
2018/05/25,7576.78,37681533.93
2018/05/26,7342.908333,34684139.19
2018/05/27,7361.831667,35112338.44
2018/05/28,7344.56,33399541.44
2018/05/29,7459.876667,29759847.82
2018/05/30,7385.395,37253334.68
2018/05/31,7386.72,36396936.18
2018/06/01,7535.146667,35540537.68
2018/06/02,7645.146667,32543142.94
2018/06/03,7637.14,34898238.81
2018/06/04,7500.273333,39180231.3
2018/06/05,7615.722142,42980660.1
2018/06/06,7619.43,36103754.49
2018/06/07,7676.271667,35121339.4
2018/06/08,7620.153333,35612546.94
2018/06/09,7615.54,35121339.4
2018/06/10,6776.888333,31191679.05
2018/06/11,6875.678333,34384528.08
2018/06/12,6879.31,35612546.94
2018/06/13,6315.7,35121339.4
2018/06/14,6647.013333,37577377.12
2018/06/15,6637.41,37577377.12
2018/06/16,6509.426667,40770226.16
2018/06/17,6464.411667,38559792.21
2018/06/18,6445.79,40279018.61
2018/06/19,6737,39122596.14
2018/06/20,6714.718333,39122596.14
2018/06/21,6760.83,42908653.83
2018/06/22,6332.573333,38112980.76
2018/06/23,6141.605833,40384615.37
2018/06/24,6170.46,43161057.68
2018/06/25,6211.4475,39627403.83
2018/06/26,6218.595,36850961.53
2018/06/27,6097.46,30540865.37
2018/06/28,6107.896154,39627403.83
2018/06/29,5908.7025,38112980.76
2018/06/30,6223.28,35588942.3
2018/07/01,6374.754167,37103365.37
2018/07/02,6466.069167,37594816.26
2018/07/03,6626.44,30929068.69
2018/07/04,6593.289167,35728406.94
2018/07/05,6603.376667,36528296.65
2018/07/06,6555.51,42660784.4
2018/07/07,6594.281667,41594264.79
2018/07/08,6753.559167,42127524.6
2018/07/09,6724.04,36261666.74
2018/07/10,6510.791667,39727855.48
2018/07/11,6377.363333,35995036.84
2018/07/12,6403.18,37594816.26
2018/07/13,6244.3575,38128076.06
2018/07/14,6241,35461777.04
2018/07/15,6248.84,35461777.04
2018/07/16,6514.390833,31995588.3
2018/07/17,6869.910833,40931868.49
2018/07/18,7321.62,44793365.52
2018/07/19,7396.401667,44021066.11
2018/07/20,7428.045,39644702.82
2018/07/21,7334.99,35268339.52
2018/07/22,7451.289167,46852830.6
2018/07/23,7689.884167,42733900.44
2018/07/24,7715.1,40931868.49
2018/07/25,8251.165,45565664.92
2018/07/26,8187.324167,42476467.3
2018/07/27,7939.81,42991333.57
2018/07/28,8182.251667,37327804.6
2018/07/29,8206.341667,50277183.1
2018/07/30,8220.91,39630250.21
2018/07/31,7916.800833,43474975.98
2018/08/01,7570.869167,44362220.38
2018/08/02,7607.7,45249464.79
2018/08/03,7394.499167,49094190.56
2018/08/04,7247.769167,52051671.92
2018/08/05,7011.28,47319701.74
2018/08/06,6988.079167,38743005.8
2018/08/07,6993.513333,44657968.52
2018/08/08,6718.23,46432457.33
2018/08/09,6396.7725,44066472.25
2018/08/10,6396.494667,52051671.92
2018/08/11,6138.96,52376369.9
2018/08/12,6311.131667,49230273.08
2018/08/13,6347.07,47642199.75
2018/08/14,6252.13,43195594.44
2018/08/15,6362.676923,51135961.07
2018/08/16,6342.629231,50183117.07
2018/08/17,6312.75,48277429.08
2018/08/18,6436.720833,50818346.4
2018/08/19,6404.063333,46054126.43
