Date,BTC Price (USD),Hashrate(TH/s)
2014/03/28,499.94,42560.59867
2014/03/29,499.6,42560.59867
2014/03/30,457,41813.9215
2014/03/31,479.51,44551.73779
2014/04/01,457.49,44551.73779
2014/04/02,446.31,51769.6171
2014/04/03,446.01,50027.37037
2014/04/04,448.72,50027.37037
2014/04/05,459.67,43198.27922
2014/04/06,447.74,44415.13216
2014/04/07,458,44415.13216
2014/04/08,443.1,44110.91892
2014/04/09,401,53237.31594
2014/04/10,441.93,53237.31594
2014/04/11,424.98,48674.11743
2014/04/12,405,60538.43356
2014/04/13,423.37,60538.43356
2014/04/14,489.91,59321.58062
2014/04/15,511.5,45327.77186
2014/04/16,523,45327.77186
2014/04/17,479.98,54119.54337
2014/04/18,499.9,56547.98442
2014/04/19,482.11,56547.98442
2014/04/20,496.5,61404.86652
2014/04/21,493.33,53425.70307
2014/04/22,498.38,53425.70307
2014/04/23,491.6,50997.26202
2014/04/24,459.15,56894.90457
2014/04/25,502.15,56894.90457
2014/04/26,440.1,57935.66502
2014/04/27,447,57588.74487
2014/04/28,438.8,57588.74487
2014/04/29,449,58067.92463
2014/04/30,460.01,66817.88587
2014/05/01,452.03,66817.88587
2014/05/02,434.5,57272.47361
2014/05/03,436.21,60454.2777
2014/05/04,440,60454.27769
2014/05/05,430.33,73976.94507
2014/05/06,446.65,64829.25832
2014/05/07,428.01,64829.25832
2014/05/08,452.02,66022.43485
2014/05/09,452.42,70397.41547
2014/05/10,449,70397.41547
2014/05/11,441.5,69096.59676
2014/05/12,438.95,74817.97102
2014/05/13,442.45,74817.97102
2014/05/14,448.99,73057.54817
2014/05/15,449.51,80099.23956
2014/05/16,446.53,80099.23956
2014/05/17,447.14,67776.27963
2014/05/18,446.42,77898.711
2014/05/19,446.89,77898.711
2014/05/20,494.87,78338.81671
2014/05/21,523.84,73497.65388
2014/05/22,493.97,73497.65388
2014/05/23,521.52,87319.1201
2014/05/24,575,78483.25676
2014/05/25,527.91,78483.25676
2014/05/26,581.87,67048.61008
2014/05/27,574.33,91996.9301
2014/05/28,572.7,91996.9301
2014/05/29,609.03,84720.33676
2014/05/30,620.45,79003.01342
2014/05/31,621.3,79003.01342
2014/06/01,631.49,93036.44344
2014/06/02,673.9,97714.25344
2014/06/03,662,97714.25344
2014/06/04,658.72,75364.71675
2014/06/05,655.75,86494.36212
2014/06/06,661.48,86494.36212
2014/06/07,652,87663.20486
2014/06/08,650.93,79481.30574
2014/06/09,657.11,79481.30574
2014/06/10,639.99,85325.51939
2014/06/11,617,90585.31168
2014/06/12,624.97,90585.31168
2014/06/13,557.92,102858.1604
2014/06/14,560.49,108702.374
2014/06/15,572.28,108702.374
2014/06/16,597.65,104027.0031
2014/06/17,604.6,113768.8429
2014/06/18,608,113768.8429
2014/06/19,593.33,123807.2702
2014/06/20,590.99,126484.1841
2014/06/21,593.48,126484.1841
2014/06/22,591.5,105738.101
2014/06/23,585.54,132507.2405
2014/06/24,588.25,132507.2405
2014/06/25,569,114438.0713
2014/06/26,588.97,125145.7271
2014/06/27,577.34,125145.7271
2014/06/28,596,145472.7434
2014/06/29,620,104506.2812
2014/06/30,599.99,104506.2812
2014/07/01,654,116210.9847
2014/07/02,644.04,111194.6832
2014/07/03,650.49,111194.6832
2014/07/04,632.78,127079.6379
2014/07/05,634.49,124571.4872
2014/07/06,631,124571.4872
2014/07/07,623.7,135440.1404
2014/07/08,624.84,132931.9897
2014/07/09,624.97,132931.9897
2014/07/10,630.31,125407.5374
2014/07/11,631.98,137948.2912
2014/07/12,634,137948.2912
2014/07/13,622.8,124959.9838
2014/07/14,623.17,118927.4328
2014/07/15,621.21,118927.4328
2014/07/16,626,147366.6015
2014/07/17,629.86,137025.0856
2014/07/18,625.8,137025.0856
2014/07/19,623.77,146504.8085
2014/07/20,619.14,128407.1557
2014/07/21,627,128407.1557
2014/07/22,622.01,125821.7767
2014/07/23,601.18,128407.1557
2014/07/24,620.43,128407.1557
2014/07/25,595.88,130395.0986
2014/07/26,592.51,149954.3634
2014/07/27,595.9,149954.3634
2014/07/28,581.5,138777.6407
2014/07/29,573.48,162993.8733
2014/07/30,585.5,162993.8733
2014/07/31,601.94,142503.215
2014/08/01,591.59,157405.5119
2014/08/02,595.76,157405.5119
2014/08/03,593.94,125738.1308
2014/08/04,580.21,122943.9502
2014/08/05,588.5,122943.9502
2014/08/06,587.24,146228.7892
2014/08/07,589.3,157903.3291
2014/08/08,585.02,157903.3291
2014/08/09,588.99,175557.1175
2014/08/10,578.97,178499.4155
2014/08/11,590.74,178499.4155
2014/08/12,550.14,153980.265
2014/08/13,521.66,166730.2233
2014/08/14,549.98,166730.2233
2014/08/15,509,167710.9893
2014/08/16,491.88,161826.3932
2014/08/17,523.88,161826.3932
2014/08/18,487.5,202037.8
2014/08/19,507.3,187281.3463
2014/08/20,490,187281.3463
2014/08/21,518.25,190837.3213
2014/08/22,503.88,186096.0214
2014/08/23,515.69,186096.0214
2014/08/24,503.79,158833.5469
2014/08/25,512.79,196763.9462
2014/08/26,501.55,196763.9462
2014/08/27,509.39,214543.8208
2014/08/28,511.99,196763.9462
2014/08/29,506.61,196763.9462
2014/08/30,477.98,231138.3705
2014/08/31,482.59,204522.6957
2014/09/01,478.87,204522.6957
2014/09/02,472.76,216794.0574
2014/09/03,486,227701.9345
2014/09/04,474.5,227701.9345
2014/09/05,481.09,229065.4191
2014/09/06,480.62,223611.4806
2014/09/07,479.59,223611.4806
2014/09/08,466.48,179979.9722
2014/09/09,485.03,212703.6035
2014/09/10,473.35,212703.6035
2014/09/11,470.43,219521.0267
2014/09/12,479.86,241336.7809
2014/09/13,474.62,241336.7809
2014/09/14,475.3,219460.9233
2014/09/15,468,250600.6489
2014/09/16,470.83,250600.6489
2014/09/17,428.19,274326.1542
2014/09/18,398.89,240220.7404
2014/09/19,425.56,240220.7404
2014/09/20,406.3,259497.7134
2014/09/21,400.98,232806.52
2014/09/22,401.15,232806.52
2014/09/23,431.91,241703.5845
2014/09/24,408.08,241703.5845
2014/09/25,423.68,241703.5845
2014/09/26,400.74,220547.69
2014/09/27,380,239501.0072
2014/09/28,400.39,239501.0072
2014/09/29,382.67,261900.3819
2014/09/30,385.27,249839.1801
2014/10/01,390.18,249839.1801
2014/10/02,363.75,242947.0648
2014/10/03,336,246393.1225
2014/10/04,358.9,246393.1225
2014/10/05,331.2,275684.6125
2014/10/06,330.7,260177.3531
2014/10/07,327.61,260177.3531
2014/10/08,378.94,247077.5603
2014/10/09,358.97,276657.2683
2014/10/10,363.61,276657.2683
2014/10/11,364.83,257517.4572
2014/10/12,381.46,266217.3713
2014/10/13,380.8,266217.3713
2014/10/14,394,255777.4744
2014/10/15,378.02,260997.4229
2014/10/16,394.84,260997.4229
2014/10/17,389.68,294057.0964
2014/10/18,388.99,233157.6978
2014/10/19,391,233157.6978
2014/10/20,387,243597.5947
2014/10/21,385.1,297537.0621
2014/10/22,385.89,297537.0621
2014/10/23,358.46,291583.5085
2014/10/24,348.89,271906.0938
2014/10/25,358.49,271906.0938
2014/10/26,356.5,266539.5262
2014/10/27,354.94,268328.3821
2014/10/28,350.9,268328.3821
2014/10/29,337,309472.0673
2014/10/30,340.95,336304.9055
2014/10/31,345.3,336304.9055
2014/11/01,326.41,293372.3644
2014/11/02,325.81,277272.6615
2014/11/03,324.36,277272.6615
2014/11/04,341.99,314993.4284
2014/11/05,347.96,285462.7945
2014/11/06,338.63,285462.7945
2014/11/07,345.84,307118.5927
2014/11/08,356.34,273650.541
2014/11/09,346.94,273650.541
2014/11/10,365.04,277587.9588
2014/11/11,430.07,265775.7052
2014/11/12,369.41,265775.7052
2014/11/13,396.56,287431.5034
2014/11/14,373.14,295306.3392
2014/11/15,399.11,295306.3392
2014/11/16,378.48,299243.757
2014/11/17,379.91,295306.3392
2014/11/18,388.87,295306.3392
2014/11/19,361.7,274455.5762
2014/11/20,356.9,248412.3463
2014/11/21,356.47,248412.3463
2014/11/22,362.99,282468.8777
2014/11/23,384,310515.4329
2014/11/24,367.12,310515.4329
2014/11/25,371.44,286475.5284
2014/11/26,372.62,262435.624
2014/11/27,366.86,262435.624
2014/11/28,377.22,302502.1314
2014/11/29,375.96,312518.7583
2014/11/30,375.59,312518.7583
2014/12/01,381.93,284472.2031
2014/12/02,378.25,242402.3702
2014/12/03,379.62,242402.3702
2014/12/04,373.98,298317.3202
2014/12/05,374.05,288373.4095
2014/12/06,376,288373.4095
2014/12/07,367.01,298317.3202
2014/12/08,350.29,276440.7167
2014/12/09,362.99,276440.7167
2014/12/10,356.1,288373.4095
2014/12/11,355.08,282407.0631
2014/12/12,348.97,282407.0631
2014/12/13,353.28,262519.2417
2014/12/14,352.15,304283.6666
2014/12/15,357.8,304283.6666
2014/12/16,318.2,252575.3311
2014/12/17,317.7,272641.7557
2014/12/18,321.34,272641.7557
2014/12/19,325.7,276564.6586
2014/12/20,326.93,284410.4645
2014/12/21,331.52,284410.4645
2014/12/22,336.96,317755.1397
2014/12/23,327.59,296179.1734
2014/12/24,336.95,296179.1734
2014/12/25,328.09,282449.0131
2014/12/26,314.45,313832.2367
2014/12/27,329.94,313832.2367
2014/12/28,314.49,331485.3001
2014/12/29,313.09,286371.916
2014/12/30,313.4,286371.916
2014/12/31,315.7,335365.2901
2015/01/01,316.15,323243.6531
2015/01/02,314.81,323243.6531
2015/01/03,270.93,335365.2901
2015/01/04,276.8,339405.8358
2015/01/05,263.17,339405.8358
2015/01/06,276.8,299000.3791
2015/01/07,276.8,272736.8323
2015/01/08,297.99,272736.8323
2015/01/09,278,284858.4693
2015/01/10,272.25,296980.1063
2015/01/11,275.97,296980.1063
2015/01/12,230.89,229513.5336
2015/01/13,176.5,330062.3197
2015/01/14,222,330062.3197
2015/01/15,205.35,325690.6334
2015/01/16,197.12,299460.5152
2015/01/17,208.13,299460.5152
2015/01/18,212.39,338805.6924
2015/01/19,212.99,262301.1812
2015/01/20,216.01,262301.1812
2015/01/21,233.9,327876.4765
2015/01/22,233.03,271044.5539
2015/01/23,233.51,271044.5539
2015/01/24,247.11,275416.2403
2015/01/25,271.47,277602.0835
2015/01/26,254.32,277602.0835
2015/01/27,249.25,324166.339
2015/01/28,233.19,348786.5672
2015/01/29,236.2,348786.5672
2015/01/30,229.7,318011.2819
2015/01/31,220.72,348786.5672
2015/02/01,219.25,348786.5672
2015/02/02,236.51,276977.5681
2015/02/03,222.56,330321.396
2015/02/04,227.53,330321.396
2015/02/05,220.47,359044.9957
2015/02/06,225.16,352889.9386
2015/02/07,222.36,352889.9386
2015/02/08,220.39,342533.0607
2015/02/09,220.16,331483.6071
2015/02/10,219.93,331483.6071
2015/02/11,221.83,300545.1371
2015/02/12,239.94,309384.7
2015/02/13,222.33,309384.7
2015/02/14,243.99,296125.3557
2015/02/15,235.86,349162.7328
2015/02/16,234.18,349162.7328
2015/02/17,234.87,355792.405
2015/02/18,241.59,362422.0771
2015/02/19,237.44,362422.0771
2015/02/20,245.66,304964.9185
2015/02/21,236,333693.4978
2015/02/22,245.41,333693.4978
2015/02/23,240.1,320255.6249
2015/02/24,238.59,362028.0977
2015/02/25,239.94,362028.0977
2015/02/26,254,366669.4836
2015/02/27,252.98,313293.5461
2015/02/28,252.11,313293.5461
2015/03/01,263.81,348103.9401
2015/03/02,275.8,357386.7119
2015/03/03,275.87,357386.7119
2015/03/04,265.63,264558.9945
2015/03/05,272.12,366669.4836
2015/03/06,273.11,366669.4836
2015/03/07,273.87,362028.0977
2015/03/08,287.48,311208.0239
2015/03/09,275,311208.0239
2015/03/10,293.29,391367.6664
2015/03/11,297.39,313565.6604
2015/03/12,296.56,313565.6604
2015/03/13,284.21,315923.297
2015/03/14,283.57,346572.572
2015/03/15,282.2,346572.572
2015/03/16,287.02,337142.0259
2015/03/17,265.85,332426.7528
2015/03/18,284.48,332426.7528
2015/03/19,259.8,332426.7528
2015/03/20,257.83,337142.0259
2015/03/21,262.1,337142.0259
2015/03/22,266.07,358360.7548
2015/03/23,247.83,387831.1122
2015/03/24,265.99,387831.1122
2015/03/25,251.98,346028.9564
2015/03/26,248.63,399442.8222
2015/03/27,249.23,399442.8222
2015/03/28,244.05,350673.6404
2015/03/29,245.18,329772.5625
2015/03/30,242.34,329772.5625
2015/03/31,242.7,329772.5625
2015/04/01,252.44,341384.2724
2015/04/02,246.49,341384.2724
2015/04/03,253.77,357640.6663
2015/04/04,257.03,371157.0054
2015/04/05,253.67,371157.0054
2015/04/06,255.48,390820.9527
2015/04/07,245.89,292501.2162
2015/04/08,253.9,292501.2162
2015/04/09,235.71,349035.0647
2015/04/10,236.7,336745.0976
2015/04/11,236,336745.0976
2015/04/12,225.99,346577.0713
2015/04/13,216,388362.9593
2015/04/14,223.01,388362.9593
2015/04/15,229.62,339203.091
2015/04/16,222.67,329371.1174
2015/04/17,227.5,329371.1174
2015/04/18,225.72,334287.1042
2015/04/19,224.63,408026.9066
2015/04/20,222.61,408026.9066
2015/04/21,237.34,338442.9619
2015/04/22,235.48,326609.2919
2015/04/23,233.59,326609.2919
2015/04/24,228.6,364477.0359
2015/04/25,218.42,352643.3659
2015/04/26,226.29,352643.3659
2015/04/27,222.66,371577.2379
2015/04/28,225.69,305308.6859
2015/04/29,225.2,305308.6859
2015/04/30,233.43,347909.8979
2015/05/01,234.13,347909.8979
2015/05/02,230.97,347909.8979
2015/05/03,236.17,312624.3333
2015/05/04,234.66,364728.3889
2015/05/05,238.25,364728.3889
2015/05/06,233.99,381306.952
2015/05/07,244.72,350518.1919
2015/05/08,237.16,350518.1919
2015/05/09,239.35,305519.2348
2015/05/10,244.19,352886.5581
2015/05/11,239.11,352886.5581
2015/05/12,242.72,383675.3182
2015/05/13,238.32,331571.2626
2015/05/14,235.97,331571.2626
2015/05/15,236.63,303150.8687
2015/05/16,235.78,419738.3697
2015/05/17,236.63,419738.3697
2015/05/18,232.04,329967.7357
2015/05/19,234.6,344525.1358
2015/05/20,231.4,344525.1358
2015/05/21,240.5,344525.1358
2015/05/22,238.77,291148.0021
2015/05/23,238.8,291148.0021
2015/05/24,235.65,349377.6025
2015/05/25,235.94,327541.5024
2015/05/26,235.59,327541.5024
2015/05/27,236.48,320262.8023
2015/05/28,235.87,380918.6361
2015/05/29,236.44,380918.6361
2015/05/30,231.95,356656.3026
2015/05/31,222.4,332393.9691
2015/06/01,228.34,332393.9691
2015/06/02,226.29,335928.1799
2015/06/03,225.54,335928.1799
2015/06/04,225.4,335928.1799
2015/06/05,224.49,380876.3167
2015/06/06,222.6,395070.4651
2015/06/07,224.99,395070.4651
2015/06/08,230.1,383242.0081
2015/06/09,228.01,373779.2424
2015/06/10,228.88,373779.2424
2015/06/11,229.98,321734.0315
2015/06/12,230.22,373779.2424
2015/06/13,229.6,373779.2424
2015/06/14,236.46,370533.2886
2015/06/15,245.35,303837.2967
2015/06/16,236,303837.2967
2015/06/17,248.25,380414.1763
2015/06/18,246.45,397705.7298
2015/06/19,248.26,397705.7298
2015/06/20,242.47,301367.0748
2015/06/21,246.35,365592.8448
2015/06/22,243.55,365592.8448
2015/06/23,240.64,373003.5106
2015/06/24,241.92,395235.5079
2015/06/25,240.2,395235.5079
2015/06/26,248.5,316188.4063
2015/06/27,248.76,363122.6229
2015/06/28,251.21,363122.6229
2015/06/29,262.53,351177.61
2015/06/30,257.85,356089.185
2015/07/01,262.43,356089.185
2015/07/02,255.1,397837.5722
2015/07/03,257.92,380647.0598
2015/07/04,256.12,380647.0598
2015/07/05,273.37,417483.872
2015/07/06,267.26,363456.5474
2015/07/07,268.53,363456.5474
2015/07/08,270.68,338898.6726
2015/07/09,286.98,383102.8473
2015/07/10,269,383102.8473
2015/07/11,309.3,350384.7518
2015/07/12,289.9,368157.8914
2015/07/13,310.55,368157.8914
2015/07/14,290.95,391009.0709
2015/07/15,275.76,345306.7119
2015/07/16,285.66,345306.7119
2015/07/17,278.08,406243.1905
2015/07/18,276.09,363079.8515
2015/07/19,276.74,363079.8515
2015/07/20,278.97,355462.7917
2015/07/21,277.54,373235.9313
2015/07/22,276.76,373235.9313
2015/07/23,287.3,426555.35
2015/07/24,287.12,397611.6003
2015/07/25,289,397611.6003
2015/07/26,290.79,402809.1376
2015/07/27,295.24,369025.1454
2015/07/28,293.93,369025.1454
2015/07/29,287.56,356031.3023
2015/07/30,284.78,361228.8395
2015/07/31,288.45,361228.8395
2015/08/01,280.69,408006.6749
2015/08/02,284.39,382018.9886
2015/08/03,282.26,382018.9886
2015/08/04,282.69,327444.8473
2015/08/05,277.1,363827.6082
2015/08/06,281,363827.6082
2015/08/07,269.89,411296.57
2015/08/08,265.42,353662.6557
2015/08/09,262.22,353662.6557
2015/08/10,265.85,442733.2505
2015/08/11,267.89,322225.9752
2015/08/12,270.98,322225.9752
2015/08/13,266.99,351042.9323
2015/08/14,265.41,351042.9323
2015/08/15,265.93,351042.9323
2015/08/16,257.47,385099.3362
2015/08/17,257.45,377240.1661
2015/08/18,256.66,379859.8895
2015/08/19,233.29,398197.9531
2015/08/20,233.23,406057.1232
2015/08/21,235.31,403437.3998
2015/08/22,226.04,412658.0936
2015/08/23,228.68,369504.306
2015/08/24,228.14,423446.5405
2015/08/25,222.02,372201.4177
2015/08/26,228.84,418052.317
2015/08/27,225.04,401869.6467
2015/08/28,234.17,401869.6467
2015/08/29,228.22,445023.4343
2015/08/30,229.63,388384.0881
2015/08/31,230.94,428840.7639
2015/09/01,228.32,409960.9819
2015/09/02,227.97,415355.2053
2015/09/03,227.42,407263.8701
2015/09/04,230.8,430369.7695
2015/09/05,230.73,427538.3894
2015/09/06,240.2,450189.4299
2015/09/07,241.31,385067.6885
2015/09/08,240.47,393561.8286
2015/09/09,240.08,399224.5888
2015/09/10,239.68,478503.2305
2015/09/11,238.81,489828.7508
2015/09/12,235.13,385067.6885
2015/09/13,229.86,396393.2087
2015/09/14,230,450189.4299
2015/09/15,230,461514.9501
2015/09/16,227.86,421875.6293
2015/09/17,228.33,399224.5888
2015/09/18,232.99,424738.9884
2015/09/19,230.71,389344.0727
2015/09/20,230.25,353949.157
2015/09/21,226.56,389344.0727
2015/09/22,229.43,471932.2093
2015/09/23,230.42,442436.4463
2015/09/24,233.9,427688.5647
2015/09/25,235.79,477831.362
2015/09/26,235.22,448335.5989
2015/09/27,238.94,409991.1069
2015/09/28,237.68,510276.7014
2015/09/29,239.14,510276.7014
2015/09/30,238.98,465548.4317
2015/10/01,237.78,377880.2205
2015/10/02,238.03,377880.2205
2015/10/03,239.47,456479.3064
2015/10/04,239.22,447410.1811
2015/10/05,238.4,447410.1811
2015/10/06,245.25,408110.6381
2015/10/07,243.91,414156.7217
2015/10/08,243.01,414156.7217
2015/10/09,245.79,450433.2228
2015/10/10,248.08,453456.2646
2015/10/11,245.72,453456.2646
2015/10/12,249.58,405087.5964
2015/10/13,254.6,459502.3481
2015/10/14,249.98,459502.3481
2015/10/15,262.31,469115.464
2015/10/16,269.07,396478.2309
2015/10/17,262.26,396478.2309
2015/10/18,262.44,432796.8474
2015/10/19,264.16,502407.5292
2015/10/20,263.59,384372.0253
2015/10/21,269.1,438849.9502
2015/10/22,273.95,475168.5668
2015/10/23,274.35,466088.9126
2015/10/24,279.9,420690.6419
2015/10/25,295.01,469115.464
2015/10/26,282.8,460035.8099
2015/10/27,294.73,478195.1182
2015/10/28,298.95,411610.9878
2015/10/29,304.79,458010.0135
2015/10/30,329.2,507524.6095
2015/10/31,310.92,470388.6625
2015/11/01,310.18,492051.2982
2015/11/02,340.69,448726.0267
2015/11/03,409,488956.636
2015/11/04,404.5,479672.6492
2015/11/05,400,461104.6757
2015/11/06,388.38,423968.7287
2015/11/07,373.69,504429.9473
2015/11/08,381.51,433252.7154
2015/11/09,378.8,454915.3512
2015/11/10,380.62,442536.7022
2015/11/11,309.9,579380.21
2015/11/12,331.6,477906.8399
2015/11/13,340.81,546646.8648
2015/11/14,331.9,497546.847
2015/11/15,322.33,474633.5053
2015/11/16,318.97,576106.8755
2015/11/17,335.95,527006.8577
2015/11/18,334.46,458266.8327
2015/11/19,333.66,458266.8327
2015/11/20,320.62,520460.1886
2015/11/21,325.56,582653.5445
2015/11/22,326.31,569560.2064
2015/11/23,324.49,523733.5231
2015/11/24,321.1,549490.4932
2015/11/25,319.64,556720.6312
2015/11/26,348,585641.1835
2015/11/27,359.54,538645.2861
2015/11/28,358,527800.079
2015/11/29,363.98,567565.8383
2015/11/30,372.53,542260.3551
2015/12/01,377.27,694093.2545
2015/12/02,360.98,531415.148
2015/12/03,362.49,520569.9409
2015/12/04,361.47,527800.079
2015/12/05,390.04,621791.8738
2015/12/06,390.04,621791.8738
2015/12/07,387.3,593762.3031
2015/12/08,394.99,625219.9086
2015/12/09,414.01,695999.5209
2015/12/10,416.49,770711.3338
2015/12/11,444.29,688135.1195
2015/12/12,426.06,656677.514
2015/12/13,436.2,585897.9018
2015/12/14,445.6,692067.3202
2015/12/15,459.48,758914.7318
2015/12/16,463.98,660609.7147
2015/12/17,453.39,625219.9086
2015/12/18,458.95,629152.1093
2015/12/19,463,720030.5864
2015/12/20,434.98,785065.6071
2015/12/21,438.7,715385.2278
2015/12/22,438.35,654995.5657
2015/12/23,441.4,766484.1726
2015/12/24,453.95,692158.4347
2015/12/25,456,622478.0553
2015/12/26,417.99,864036.7037
2015/12/27,418.46,905844.9313
2015/12/28,422.42,747902.7381
2015/12/29,431.13,706094.5105
2015/12/30,428,803647.0416
2015/12/31,428.23,743604.4442
2016/01/01,432.33,697129.1664
2016/01/02,433.94,707457.0059
2016/01/03,432.76,769424.0429
2016/01/04,433,903685.9565
2016/01/05,431.9,841718.9194
2016/01/06,432.43,702293.0862
2016/01/07,453.71,743604.4442
2016/01/08,447.04,903685.9565
2016/01/09,452.64,821063.2404
2016/01/10,446.24,877866.3577
2016/01/11,447.11,877866.3577
2016/01/12,447.98,908849.8762
2016/01/13,429.57,862135.5394
2016/01/14,431.9,743803.2105
2016/01/15,429.55,693089.3552
2016/01/16,370.4,783247.3201
2016/01/17,385.45,783247.3201
2016/01/18,380.16,986102.7412
2016/01/19,378.66,839596.0482
2016/01/20,408.33,822691.4298
2016/01/21,420.35,755072.9561
2016/01/22,385.7,929754.0131
2016/01/23,388.5,1008642.232
2016/01/24,385.09,935388.8859
2016/01/25,387.09,974832.9956
2016/01/26,394.12,978569.9154
2016/01/27,391.66,918901.0182
2016/01/28,382.44,883099.6798
2016/01/29,377.26,1014371.254
2016/01/30,378.18,1056139.482
2016/01/31,376.86,1068073.261
2016/02/01,372,1050172.592
2016/02/02,371.99,978569.9154
2016/02/03,368.38,1038238.813
2016/02/04,385.06,1103874.6
2016/02/05,388,1074040.151
2016/02/06,373.04,1139675.938
2016/02/07,373.74,1303860.281
2016/02/08,375,1153414.864
2016/02/09,372.61,1210727.404
2016/02/10,378.98,1210727.404
2016/02/11,379.14,1375500.956
2016/02/12,381.46,1139086.729
2016/02/13,388.6,1096102.325
2016/02/14,389.88,1289532.147
2016/02/15,402.64,1060281.987
2016/02/16,406.69,1067446.055
2016/02/17,407,1002969.447
2016/02/18,418.97,1289532.147
2016/02/19,418.02,1129682.78
2016/02/20,419.98,1284099.851
2016/02/21,434.67,1024028.995
2016/02/22,438.5,1056537.852
2016/02/23,436.76,1097173.923
2016/02/24,423.1,999647.3525
2016/02/25,421.4,1178446.066
2016/02/26,423.46,1219082.137
2016/02/27,432,1064665.066
2016/02/28,433.47,1210954.923
2016/02/29,431.89,1097173.923
2016/03/01,431.87,1040283.424
2016/03/02,429.99,1275972.637
2016/03/03,422.5,1080919.495
2016/03/04,416.48,1235336.566
2016/03/05,401,1292227.065
2016/03/06,399.17,1094688.803
2016/03/07,411.94,1220696.147
2016/03/08,412.39,1055311.508
2016/03/09,412.15,1299450.738
2016/03/10,416,1267948.902
2016/03/11,421.22,1283699.82
2016/03/12,420.11,1141941.557
2016/03/13,413.89,1189194.311
2016/03/14,414.78,1197069.77
2016/03/15,414.99,1197069.77
2016/03/16,415.99,1338828.033
2016/03/17,418.64,1063186.967
2016/03/18,418.49,1135311.137
2016/03/19,405.59,1110630.46
2016/03/20,410.77,1242260.737
2016/03/21,411.81,1036588.429
2016/03/22,415.35,1225806.952
2016/03/23,417.8,1242260.737
2016/03/24,417.96,1242260.737
2016/03/25,416.44,1192899.383
2016/03/26,415.71,1209353.168
2016/03/27,416.96,1258714.521
2016/03/28,422.96,1168218.706
2016/03/29,414,1398571.69
2016/03/30,415.83,1308075.875
2016/03/31,416.94,1028361.537
2016/04/01,416.25,1136310.019
2016/04/02,416.31,1244135.057
2016/04/03,418.07,1219252.356
2016/04/04,418.99,1360254.329
2016/04/05,419.71,1235840.823
2016/04/06,421.09,1285606.226
2016/04/07,420.33,1210958.122
2016/04/08,419.95,1169486.954
2016/04/09,417.73,1343665.862
2016/04/10,421.63,1443196.666
2016/04/11,420.75,1252429.291
2016/04/12,425.89,1260723.524
2016/04/13,424.61,1302194.693
2016/04/14,423.87,1465554.23
2016/04/15,429.09,1287911.293
2016/04/16,429.43,1270147
2016/04/17,430.58,1358968.468
2016/04/18,427.28,1199089.825
2016/04/19,435.91,1332322.028
2016/04/20,435.95,1465554.23
2016/04/21,451,1341204.175
2016/04/22,447.25,1270147
2016/04/23,447.7,1279029.147
2016/04/24,459.4,1172443.384
2016/04/25,463.86,1128032.65
2016/04/26,462.5,1341204.175
2016/04/27,447.31,1145796.944
2016/04/28,450,1207843.183
2016/04/29,449.98,1403229.58
2016/04/30,447.17,1296655.182
2016/05/01,451.9,1376585.981
2016/05/02,453,1394348.38
2016/05/03,450.96,1341061.181
2016/05/04,447.37,1492041.579
2016/05/05,446.84,1385467.181
2016/05/06,460.91,1438754.38
2016/05/07,459.04,1332179.981
2016/05/08,459.02,1447635.58
2016/05/09,461.63,1536447.578
2016/05/10,450,1403229.58
2016/05/11,450.78,1284309.113
2016/05/12,454.7,1342247.87
2016/05/13,456.82,1467781.843
2016/05/14,455.82,1390530.167
2016/05/15,457.08,1342247.87
2016/05/16,454.88,1361560.789
2016/05/17,454,1361560.789
2016/05/18,452.9,1487094.762
2016/05/19,441.87,1168431.599
2016/05/20,436.05,1438812.464
2016/05/21,443.89,1361560.789
2016/05/22,438,1776788.547
2016/05/23,438.47,1747819.168
2016/05/24,445.34,1456454.923
2016/05/25,447.94,1377192.07
2016/05/26,448.7,1357376.357
2016/05/27,470.29,1377192.07
2016/05/28,522.43,1317744.93
2016/05/29,526.64,1456454.923
2016/05/30,525.15,1436639.21
2016/05/31,531.15,1258297.79
2016/06/01,531.97,1426731.353
2016/06/02,539.99,1367284.213
2016/06/03,568,1406915.64
2016/06/04,567.88,1179034.937
2016/06/05,574.02,1694243.482
2016/06/06,584.5,1684335.625
2016/06/07,583.72,1406915.64
2016/06/08,578.68,1403462.34
2016/06/09,575.2941375,1608133.931
2016/06/10,574.32,1403462.34
2016/06/11,594.4399875,1520417.535
2016/06/12,664.8465,1422954.872
2016/06/13,665.85,1569148.866
2016/06/14,685.24,1296253.41
2016/06/15,692.28,1500925
2016/06/16,693.88,1452193.671
2016/06/17,743.91,1452193.67
2016/06/18,754.36,1549656.33
2016/06/19,751.96,1725089.126
2016/06/20,729.19,1598387.66
2016/06/21,665.95,1551383.97
2016/06/22,664.46,1343144.516
2016/06/23,624.54,1457676.21
2016/06/24,660.6,1353556.48
2016/06/25,665,1728387.516
2016/06/26,627.39,1530560.02
2016/06/27,646.7,1530560.02
2016/06/28,651.85,1551383.975
2016/06/29,637.95,1520148.05
2016/06/30,671.4,1561795.94
2016/07/01,667.95,1634679.759
2016/07/02,701.71,1551383.97
2016/07/03,658.41,1603443.84
2016/07/04,656.97,1601825.836
2016/07/05,666.48,1538177.12
2016/07/06,673.78,1485136.53
2016/07/07,673.76,1463920.3
